NO,NOMOR INDUK BUKU,NOMOR INVENTARIS,JUDUL,NOMOR PANGGIL SETEMPAT,PENERBIT,TANGGAL MASUK,TANGGAL INVENTARIS
2646,9289/PAMNS/2026,9289.02,"GRAFIS SEJARAH ISLAM INDONESIA: Islam, Dialog Toleransi, Kebangsaan",297.267 Isl,Direktorat Jenderal Kebudayaan,28-Nov-22,02 Januari 2026
4810,9290/PAMNS/2026,9290.01,Mahir Dalam Microsoft Outlook 2007,005.57 M-1,Penerbit ANDI,22-Sep-22,06 Januari 2026
4811,9291/PAMNS/2026,9291.02,Mahir Dalam Microsoft Outlook 2007,005.57 M-1,Penerbit ANDI,22-Sep-22,06 Januari 2026
331,9292/PAMNS/2026,9292.01,ADAT DAN HUKUM ADAT: pada komunitas adat di kabupaten Kutai Barat provinsi Kalimantan Timur,340.51 Joh A ,CV Media Jaya Abadi,28-Nov-22,06 Januari 2026
535,9293/PAMNS/2026,9293.01,AMAZING STORIES: Kisah Mulia Wanita Surga Ummul Mukminin AISYAH,297.61522 Sas A ,pustaka Al-Uswah,26 Oktober 2022,06 Januari 2026
4886,9294/PAMNS/2026,9294.01,MANAJEMEN PEMASARAN,658.8 Kot M,ERLANGGA,26 Oktober 2022,06 Januari 2026
8516,9295/PAMNS/2026,9295.04,"Step-by-Step in Developing Vision, Mission & Value Statements",650 Lui S,PT Gramedia Pustaka Utama,26 Oktober 2022,09 Januari 2026
7319,9296/PAMNS/2026,9296.01,PROGRAM BOOK: QS Higher Ed Summit Asia Pacific 2022,060 Pro,,26 Oktober 2022,06 Januari 2026
709,9297/PAMNS/2026,9297.01,"ARANGAN: Anyaman Khas pada Komunitas Adat Dayak Meratus di Kabupaten Belangan, Kalimantan Selatan",687.1 Rah A,CV Media Jaya Abadi,28-Nov-22,06 Januari 2026
8043,9298/PAMNS/2026,9298.01,SEJARAH SISTEM-SISTEM FILSAFAT,180.9 Fer S,Pustaka pelajar,26 Oktober 2022,06 Januari 2026
5808,9299/PAMNS/2026,9299.01,MOLECULAR BIOLOGY AND BIOTECHNOLOGY,572.8 Wal M,ROYAL SOCIETY of CHEMISTRY,21-Sep-22,06 Januari 2026
2737,9300/PAMNS/2026,9300.01,HANBOOK of MATERIALS FOR MEDICAL DEVICES,610.28 Dav H,ASM International,21-Sep-22,06 Januari 2026
6135,9301/PAMNS/2026,9301.09,Pancasila: Tacit Knowledge Untuk Kehidupan Jaring Pengaman Peradaban Dunia (Perjalanan Dialog Terbuka Membangun Peradaban - An Open Ended Journeys of Dialog of Civilization),320.5409598 Pan,Universitas Pancasila,26 Oktober 2022,06 Januari 2026
8848,9302/PAMNS/2026,9302.01,Systems Analysis and Design,003 She  S,Course Technology ,22-Sep-22,06 Januari 2026
3256,9303/PAMNS/2026,9303.01,INTERMEDIATE FINANCIAL MANAGEMENT,650.12 Bri I,THE DRYDEN PRESS HARCOURT BRACE COLLEGE PUBLISHERS,26 Oktober 2022,06 Januari 2026
2523,9304/PAMNS/2026,9304.01,Forts In Indonesia,387.1 Nuh F,Kementrian Pendidikan dan Kebudayaan,28-Nov-22,07 Januari 2026
1654,9305/PAMNS/2026,9305.01,Creative Craft Book 2: GIFTS AND GAMES,810.5 Mol G,,26 Oktober 2022,07 Januari 2026
2619,9306/PAMNS/2026,9306.01,Girlfriend,050 Gir,,26 Oktober 2022,07 Januari 2026
7703,9307/PAMNS/2026,9307.01,SAHABAT: Peduli dan Mandiri,297.005 Sah,,26 Oktober 2022,07 Januari 2026
7704,9308/PAMNS/2026,9308.02,SAHABAT: Peduli dan Mandiri,297.005 Sah,,26 Oktober 2022,07 Januari 2026
619,9309/PAMNS/2026,9309.01,ANGGARAN PERUSAHAAN,658.159 Adi A ,BPFE- YOGYAKARTA,26 Oktober 2022,07 Januari 2026
1008,9310/PAMNS/2026,9310.01,Berita & Informasi Jurnalistik Radio,070.194 Oli B,PT. INDEKS,22-Sep-22,08 Januari 2026
5183,9311/PAMNS/2026,9311.01,Melihat Desa Lebih Dekat: Catatan Perjalanan tentang Satu Bahasa,307.22 Sir M,EA Books,26 Oktober 2022,08 Januari 2026
9156,9312/PAMNS/2026,9312.02,the GIMP (Aplikasi Grafis Pengguna Linux),006.6 Pra T,Andi,21-Sep-22,08 Januari 2026
562,9313/PAMNS/2026,9313.01,Analisis Gender & Transformasi Sosial,155.33 Fah A,Pustaka pelajar,26 Oktober 2022,08 Januari 2026
2606,9314/PAMNS/2026,9314.01,Genealogi Kerajaan Islam di Jawa,959.8015 Mar G,Araska,26 Oktober 2022,08 Januari 2026
2360,9315/PAMNS/2026,9315.01,Excel untuk Insinyur & Ilmuwan,005.54 Bio E,ERLANGGA,22-Sep-22,08 Januari 2026
7309,9316/PAMNS/2026,9316.02,Proceedings The Fourth International Experts Meeting on Borobudur,306/Une/P,Kementrian Pendidikan dan Kebudayaan,28-Nov-22,08 Januari 2026
9652,9317/PAMNS/2026,9317.02,WARISAN BUDAYA TAK BENDA INDONESIA PENETAPAN TAHUN 2014,305/Keb/W,"Direktorat Warisan dan Diplomasi Budaya, Direktorat Jenderal Kebudayaan Kementerian Pendidikan dan Kebudayaan",28-Nov-22,08 Januari 2026
2361,9318/PAMNS/2026,9318.02,Excel untuk Insinyur & Ilmuwan,005.54 Bio E,ERLANGGA,22-Sep-22,09 Januari 2026
2362,9319/PAMNS/2026,9319.03,Excel untuk Insinyur & Ilmuwan,005.54 Bio E,ERLANGGA,22-Sep-22,09 Januari 2026
9456,9320/PAMNS/2026,9320.01,Trik Menjalankan Banyak SIstem Operasi dalam Satu PC,005.432 Utd M,PT Elex Media Komputindo,21-Sep-22,12 Januari 2026
3614,9321/PAMNS/2026,9321.01,Jurnal Pendidikan & Kebudayaan Vol. 1 No.1 April 2016,370.5 Jur,Badan Penelitian dan Pengembangan,28-Nov-22,12 Januari 2026
1384,9322/PAMNS/2026,9322.01,Buletin Sumber Daya Geologi,551.05 Bul,Pusat Sumber Energi Daya Geologi,21-Sep-22,12 Januari 2026
6392,9323/PAMNS/2026,9323.01,Patrawidya (Seri Penerbitan Penelitian Sejarah & Budaya),907.2 Pat,BPNB (Balai Pelestarian Nilai Budaya),28-Nov-22,12 Januari 2026
6393,9324/PAMNS/2026,9324.02,Patrawidya (Seri Penerbitan Penelitian Sejarah & Budaya),907.2 Pat,BPNB (Balai Pelestarian Nilai Budaya),28-Nov-22,12 Januari 2026
4824,9325/PAMNS/2026,9325.01,Majalah Family Circle,050 Fam,,26 Oktober 2022,12 Januari 2026
2557,9326/PAMNS/2026,9326.01,Fundamentals of Well-Log Interpretation (the Acquisition logging data),665.5 Ser F,Elsevier Science Publishers,26 Oktober 2022,12 Januari 2026
3651,9327/PAMNS/2026,9327.01,Kabar Aiphss: Majalah,610.5 Kab,Departemen Kesehatan Republik Indonesia,26 Oktober 2022,12 Januari 2026
2623,9328/PAMNS/2026,9328.01,Glossary Student's Book 1,420.14 Glo,,26 Oktober 2022,12 Januari 2026
7860,9329/PAMNS/2026,9329.01,Scomptec (School of Computer Technology),004 Sco,,26 Oktober 2022,12 Januari 2026
4836,9330/PAMNS/2026,9330.01,Majalah PT. Antam Tbk: Laporan Program Kemitraan dan Bina Lingkungan,551.05 Lap,PT. ANTAM (Persero),26 Oktober 2022,13 Januari 2026
4835,9331/PAMNS/2026,9331.01,Majalah PT. Antam Tbk: Laporan Keberlanjutan Sustainability Report,551.05 Lap,PT. ANTAM (Persero),26 Oktober 2022,13 Januari 2026
1385,9332/PAMNS/2026,9332.02,Buletin Sumber Daya Geologi,551.05 Bul,Pusat Sumber Energi Daya Geologi,26 Oktober 2022,13 Januari 2026
896,9333/PAMNS/2026,9333.01,Barong: Candi Wisnu di Bukit Kapur,726.1 Pra B,Badan Pelestarian Peninggalan Purbakala Yogyakarta,26 Oktober 2022,13 Januari 2026
534,9334/PAMNS/2026,9334.01,Amazing Stories: Kisah Mulia Wanita Surga (Ummul Mukmin) Aisyah,297.9 Sas A,Pustaka AL Uswah,26 Oktober 2022,13 Januari 2026
4905,9335/PAMNS/2026,9335.01,Manajemen Proyek: efektif dan sederhana,658.404 Yah M,CV. CAMPUSTAKA,26 Oktober 2022,13 Januari 2026
8022,9336/PAMNS/2026,9336.01,Sejarah Pergerakan Bangsa,959.8022 Pra S,Aswaja Pressindo,26 Oktober 2022,13 Januari 2026
1695,9337/PAMNS/2026,9337.01,Dari Diabetes Menuju Kaki,613.2 Tan D,PT Gramedia Pustaka Utama,26 Oktober 2022,13 Januari 2026
3443,9338/PAMNS/2026,9338.01,Jangan Khawatir Bersama Allah Tak Ada Jalan Buntu,297 Fai J,PT Elex Media Komputindo,26 Oktober 2022,13 Januari 2026
5866,9339/PAMNS/2026,9339.01,Mujahadah di Siang Hari (Meraup Pahala di Saat Sibuk),297.355 Enj M,Qultum Media,26 Oktober 2022,13 Januari 2026
607,9340/PAMNS/2026,9340.01,Andai Kita Hidup di Zaman Nabi Musa,297.246 Guf A,PT Elex Media Komputindo,26 Oktober 2022,13 Januari 2026
7256,9341/PAMNS/2026,9341.03,Prajnaparamita,708 PRA 2,Museum Nasional,28-Nov-22,13 Januari 2026
4946,9342/PAMNS/2026,9342.01,Mandarin untuk Manajemen Perhotelan (Bahasa Mandarin Praktis Seputar Dunia Perhotelan),495.1 Iry M,Penerbit ANDI,26 Oktober 2022,13 Januari 2026
1245,9343/PAMNS/2026,9343.02,B TO THE S,781.6 Lee B,PT Gramedia Widiasarana Indonesia,26 Oktober 2022,13 Januari 2026
5869,9344/PAMNS/2026,9344.01,"Multikulturalisme Masyarakat Kota Ende, NTT",320 Arm M,BPNB (Balai Pelestarian Nilai Budaya),28-Nov-22,13 Januari 2026
411,9345/PAMNS/2026,9345.02,Akuntansi Bengkel Mobil Dengan MS Excel,657.3 Hen A,PT Elex Media Komputindo,26 Oktober 2022,13 Januari 2026
8112,9346/PAMNS/2026,9346.01,Sengsara Membawa Bahagia,920 Ahm S,Yayasan Pustaka Obor Indonesia,26 Oktober 2022,13 Januari 2026
952,9347/PAMNS/2026,9347.03,Belajar Pemrograman Python untuk Guru & Murid,005.262 Ent B,PT Elex Media Komputindo,26 Oktober 2022,13 Januari 2026
1044,9348/PAMNS/2026,9348.03,Beternak Burung Puyuh Tetap Menguntungkan,636.5 Dew B,Pustaka Baru Press,26 Oktober 2022,18 Januari 2026
1045,9349/PAMNS/2026,9349.04,Beternak Burung Puyuh Tetap Menguntungkan,636.5 Dew B,Pustaka Baru Press,26 Oktober 2022,18 Januari 2026
9245,9350/PAMNS/2026,9350.01,The Power Of Corel Draw,006.686 Pra T,PT Elex Media Komputindo,26 Oktober 2022,18 Januari 2026
9246,9351/PAMNS/2026,9351.02,The Power Of Corel Draw,006.686 Pra T,PT Elex Media Komputindo,26 Oktober 2022,18 Januari 2026
2180,9352/PAMNS/2026,9352.01,Dulang Rupiah dari Bisnis Gerobak,338.04 Han D,FlashBooks,26 Oktober 2022,18 Januari 2026
2181,9353/PAMNS/2026,9353.02,Dulang Rupiah dari Bisnis Gerobak,338.04 Han D,FlashBooks,26 Oktober 2022,18 Januari 2026
6249,9354/PAMNS/2026,9354.01,PANDUAN LENGKAP MEMELIHARA KELINCI & HAMSTER,636.9 Ale P,Pustaka Baru Press,26 Oktober 2022,18 Januari 2026
6250,9355/PAMNS/2026,9355.02,PANDUAN LENGKAP MEMELIHARA KELINCI & HAMSTER,636.9 Ale P,Pustaka Baru Press,26 Oktober 2022,18 Januari 2026
4101,9356/PAMNS/2026,9356.01,KERAJINAN TI`I LANGGA DI KABUPATEN ROTE NDAO NUSA TENGGARA TIMUR,745.5 Sat K ,Kepel Press,28-Nov-22,18 Januari 2026
8140,9357/PAMNS/2026,9357.02,Seo Pamungkas ,659.144/Rah/S,PT Elex Media Komputindo,26 Oktober 2022,18 Januari 2026
5310,9358/PAMNS/2026,9358.01,Memerangi Kemiskinan di Pedesaan Melalui Pendidikan Non-formal,379 Com M,CV. RAJAWALI JAKARTA,26 Oktober 2022,18 Januari 2026
4785,9359/PAMNS/2026,9359.01,LOVE,757 Agu L,PT Jayakarta Agung Offset,26 Oktober 2022,18 Januari 2026
6310,9360/PAMNS/2026,9360.01,Panduan Video Editing dengan Corel VideoStudio 2019,777.55 Sia P,PT Elex Media Komputindo,26 Oktober 2022,18 Januari 2026
6311,9361/PAMNS/2026,9361.02,Panduan Video Editing dengan Corel VideoStudio 2019,777.55 Sia P,PT Elex Media Komputindo,26 Oktober 2022,18 Januari 2026
7385,9362/PAMNS/2026,9362.01,Psikologi  Perpustakaan,302.03 Mar P,Universitas Terbuka,26 Oktober 2022,19 Januari 2026
7209,9363/PAMNS/2026,9363.01,Politik & Kemiskinan,362.5 Kus P,Koekoesan,26 Oktober 2022,19 Januari 2026
1342,9364/PAMNS/2026,9364.01,"Buku Penuntun Membuat Disertasi, Thesis, Skripsi, Report & Paper",001.4 Nas B,CV. Jemmars,26 Oktober 2022,19 Januari 2026
8881,9365/PAMNS/2026,9365.02,Tales of The Lands Beneath the Winds (Tracing the Indonesian Archipelago's Maritime Role in the History of the Spice Trade),959.8 Syu T,Negeri Rempah Foundation,28-Nov-22,19 Januari 2026
472,9366/PAMNS/2026,9366.01,Album Seni Budaya: Nusa Tenggara Barat,300.3 Bob A,Proyek Media Kebudayaan Dept. Pendidikan dan Kebudayaan,26 Oktober 2022,19 Januari 2026
473,9367/PAMNS/2026,9367.02,Album Seni Budaya: Nusa Tenggara Barat,300.3 Bob A,Proyek Media Kebudayaan Dept. Pendidikan dan Kebudayaan,26 Oktober 2022,19 Januari 2026
1472,9368/PAMNS/2026,9368.01,Cara Mudah Menguasai Microsoft Office XP,005.5 Car,Salemba Infotek,22-Sep-22,19 Januari 2026
3586,9369/PAMNS/2026,9369.01,Jurnal Ilmu Ushuluddin Vol. 13 No. 2 Juli 2014,105 Her J,Fak. Ushuluddin & Humaniora IAIN Antasari Banjarmasin,26 Oktober 2022,19 Januari 2026
1766,9370/PAMNS/2026,9370.01,Dasar Teknis Pemeriksaan dalam Ilmu Penyakit Mata,611.84 Ily D,Fakultas Kedokteran Universitas Indonesia,26 Oktober 2022,19 Januari 2026
902,9371/PAMNS/2026,9371.05,Basic Business Statistics: Concepts & Applications,650.021 Ber B,Pearson Australia Group Pty Ltd,10 Oktober 2024,19 Januari 2026
1167,9372/PAMNS/2026,9372.01,BIMBINGAN MENULIS SKRIPSI-THESIS ,808.066378 Had B,Gadjah Mada University Press,26 Oktober 2022,20 Januari 2026
4762,9373/PAMNS/2026,9373.01,LIMITED VOCABULARY FOR SMA STUDENTS,420.14 Sut L,,26 Oktober 2022,20 Januari 2026
2154,9374/PAMNS/2026,9374.01,"Dorongan Nudge Memperbaiki Keputusan Tentang Kesehatan, Kekayaan, dan Kebahagiaan",158.1 Tha D,PT Gramedia Pustaka Utama,26 Oktober 2022,20 Januari 2026
2098,9375/PAMNS/2026,9375.01,Diplomasi Mengusut Kejahatan Lintas Negara,341.33 Lao D,PT Pustaka Alvabet,26 Oktober 2022,20 Januari 2026
4793,9376/PAMNS/2026,9376.01,Machiavelli`s The Prince,160 Mac T,Cliffs Notes,26 Oktober 2022,20 Januari 2026
3334,9377/PAMNS/2026,9377.01,Invisible Illnesses,615.37 Gil J,FREE PRESS,26 Oktober 2022,20 Januari 2026
1168,9378/PAMNS/2026,9378.02,BIMBINGAN MENULIS SKRIPSI-THESIS ,808.066378 Had B,Gadjah Mada University Press,26 Oktober 2022,20 Januari 2026
4076,9379/PAMNS/2026,9379.01,Kemiskinan dan Polarisasi Sosial,305.56 Ama K,UI Press,26 Oktober 2022,20 Januari 2026
3152,9380/PAMNS/2026,9380.01,Indonesia Menyusui,612.664 Sur I,Badan Penerbit IDAI,26 Oktober 2022,20 Januari 2026
836,9381/PAMNS/2026,9381.01,BAB 43 KEGAWATDARURATAN MEDIK,616.025 Bab 1,,26 Oktober 2022,20 Januari 2026
3122,9382/PAMNS/2026,9382.01,IMUNOLOGI DASAR,614.47 Bar I,Balai Penerbit FKUI ,26 Oktober 2022,20 Januari 2026
8955,9383/PAMNS/2026,9383.01,Teknik-Teknik Statistika dalam Bisnis dan Ekonomi,650.021 Lin T,Salemba Teknika,26 Oktober 2022,20 Januari 2026
9357,9384/PAMNS/2026,9384.01,Tip Berwisata Baraeng Keluarga ke Luar Negegri,910.2  Hap T,Bhuana Ilmu Populer (Kelompok Gramedia),26 Oktober 2022,20 Januari 2026
9160,9385/PAMNS/2026,9385.01,The Golden Story Of Zulkarnain Sang Penguasa Dunia (Timur Dan Barat),918.4  Aiz T,Laksana,26 Oktober 2022,20 Januari 2026
6977,9386/PAMNS/2026,9386.01,Peramalan Bisnis,651.5 Lin P,Fakultas Ekonomi UGM,26 Oktober 2022,20 Januari 2026
7129,9387/PAMNS/2026,9387.01,Peta Filsafat: Pendekatan Kronologis dan Tematis,180.3 Hun P,PT Mizan Publika,26 Oktober 2022,21 Januari 2026
4266,9388/PAMNS/2026,9388.03,Kiriman Catatan Praktik Buddhadharma dari Lautan Selatan,181.043 TAK K,"Direktorat Sejarah dan Nilai Budaya Direktorat Jenderal Kebudayaan, Kementerian Pendidikan dan Kebudayaan ",28-Nov-22,27 Januari 2026
4267,9389/PAMNS/2026,9389.04,Kiriman Catatan Praktik Buddhadharma dari Lautan Selatan,181.043 TAK K,"Direktorat Sejarah dan Nilai Budaya Direktorat Jenderal Kebudayaan, Kementerian Pendidikan dan Kebudayaan ",28-Nov-22,27 Januari 2026
4268,9390/PAMNS/2026,9390.05,Kiriman Catatan Praktik Buddhadharma dari Lautan Selatan,181.043 TAK K,"Direktorat Sejarah dan Nilai Budaya Direktorat Jenderal Kebudayaan, Kementerian Pendidikan dan Kebudayaan ",28-Nov-22,27 Januari 2026
4889,9391/PAMNS/2026,9391.01,Manajemen Pemasaran Bank Syariah,297.273 Sut M,PUSTAKA SETIA,26 Oktober 2022,27 Januari 2026
5233,9392/PAMNS/2026,9392.01,Memanusiakan Manusia: Menata Jiwa Membangun Bangsa,926.1689 Tho M,PT Gramedia Pustaka Utama,26 Oktober 2022,27 Januari 2026
3309,9393/PAMNS/2026,9393.01,Inventarisasi Karya Budaya: Tradisi Bau Nyale di Provinsi Nusa Tenggara Barat,306.4 Sau I,BPNB (Balai Pelestarian Nilai Budaya),28-Nov-22,27 Januari 2026
4233,9394/PAMNS/2026,9394.02,Khasiat Dahsyat Kemangi,581.45 Kur K,Pustaka Baru Press,26 Oktober 2022,27 Januari 2026
6857,9395/PAMNS/2026,9395.01,Pengantar strategi Kreatif Advertising Era Digital,659.144 Ilh P,Penerbit ANDI,26 Oktober 2022,27 Januari 2026
99,9396/PAMNS/2026,9396.02,36 Jam Belajar Komputer Microsoft Office 2021,740.285 Per J,PT Elex Media Komputindo,26 Oktober 2022,28 Januari 2026
5454,9397/PAMNS/2026,9397.01,Mengolah Data Statistik dengan Ms. Excel ,005.55 Wic M,PT Elex Media Komputindo,26 Oktober 2022,28 Januari 2026
5455,9398/PAMNS/2026,9398.02,Mengolah Data Statistik dengan Ms. Excel ,005.55 Wic M,PT Elex Media Komputindo,26 Oktober 2022,28 Januari 2026
2145,9399/PAMNS/2026,9399.01,Doa & Wirid Penolak Bala,297.3824 Ada D,PT Elex Media Komputindo,26 Oktober 2022,28 Januari 2026
2146,9400/PAMNS/2026,9400.02,Doa & Wirid Penolak Bala,297.3824 Ada D,PT Elex Media Komputindo,26 Oktober 2022,28 Januari 2026
9019,9401/PAMNS/2026,9401.01,"Terjemah Juz'Amma (dilengkapi Transliterasi Bahasa Indonesia), Doa-Doa Harian, Kaidah Tajwid, Nazham Al-Asma'ul Husna beserta Transliterasi dan Doanya",297.14 Mau T,Pustaka Nuun Semarang,26 Oktober 2022,28 Januari 2026
9020,9402/PAMNS/2026,9402.02,"Terjemah Juz'Amma (dilengkapi Transliterasi Bahasa Indonesia), Doa-Doa Harian, Kaidah Tajwid, Nazham Al-Asma'ul Husna beserta Transliterasi dan Doanya",297.14 Mau T,Pustaka Nuun Semarang,26 Oktober 2022,28 Januari 2026
9021,9403/PAMNS/2026,9403.03,"Terjemah Juz'Amma (dilengkapi Transliterasi Bahasa Indonesia), Doa-Doa Harian, Kaidah Tajwid, Nazham Al-Asma'ul Husna beserta Transliterasi dan Doanya",297.14 Mau T,Pustaka Nuun Semarang,26 Oktober 2022,28 Januari 2026
9022,9404/PAMNS/2026,9404.04,"Terjemah Juz'Amma (dilengkapi Transliterasi Bahasa Indonesia), Doa-Doa Harian, Kaidah Tajwid, Nazham Al-Asma'ul Husna beserta Transliterasi dan Doanya",297.14 Mau T,Pustaka Nuun Semarang,26 Oktober 2022,28 Januari 2026
9023,9405/PAMNS/2026,9405.05,"Terjemah Juz'Amma (dilengkapi Transliterasi Bahasa Indonesia), Doa-Doa Harian, Kaidah Tajwid, Nazham Al-Asma'ul Husna beserta Transliterasi dan Doanya",297.14 Mau T,Pustaka Nuun Semarang,26 Oktober 2022,28 Januari 2026
9024,9406/PAMNS/2026,9406.06,"Terjemah Juz'Amma (dilengkapi Transliterasi Bahasa Indonesia), Doa-Doa Harian, Kaidah Tajwid, Nazham Al-Asma'ul Husna beserta Transliterasi dan Doanya",297.14 Mau T,Pustaka Nuun Semarang,26 Oktober 2022,28 Januari 2026
5437,9407/PAMNS/2026,9407.01,Mengetuk Pintu Langit,297.01 Sul M,PT. Visimedia Pustaka,26 Oktober 2022,28 Januari 2026
7648,9408/PAMNS/2026,9408.05,Risalah Tuntunan Shalat Lengkap Plus,297.3822 Rif R,PT. Karya Toha Putra,26 Oktober 2022,28 Januari 2026
108,9409/PAMNS/2026,9409.01,40 Hari Bersama Allah,297.74 Dja H,Padma Press,26 Oktober 2022,28 Januari 2026
7414,9410/PAMNS/2026,9410.01,Quantum Healing Exploring The Frontiers of Mind / Body Medicine,530.12 Cho Q,Bantam Books,26 Oktober 2022,28 Januari 2026
3304,9411/PAMNS/2026,9411.01,"Inventarisasi Karya Budaya Tari Ja'I di Kabupaten Ngada, Nusa Tenggara Timur",793.31 Sum T,BPNB (Balai Pelestarian Nilai Budaya),28-Nov-22,28 Januari 2026
926,9412/PAMNS/2026,9412.01,Beginilah Cara Tuhan Mengubah Nasibku,297.3 Rif B,PT Elex Media Komputindo,26 Oktober 2022,30 Januari 2026
3666,9413/PAMNS/2026,9413.02,KAIN TENUN PRINGGASELA KABUPATEN LOMBOK TIMUR PROVINSI NUSA TENGGARA BARAT,306.09598,Direktorat Jenderal Kebudayaan,28-Nov-22,30 Januari 2026
7412,9414/PAMNS/2026,9414.01,Qatar di Mata Penjelajah & Arkeolog,953.63 Haj Q,PT Gramedia Pustaka Utama,26 Oktober 2022,30 Januari 2026
6858,9415/PAMNS/2026,9415.02,Pengantar strategi Kreatif Advertising Era Digital,659.144 Ilh P,Penerbit ANDI,26 Oktober 2022,30 Januari 2026
4890,9416/PAMNS/2026,9416.02,Manajemen Pemasaran Bank Syariah,297.273 Sut M,PUSTAKA SETIA,26 Oktober 2022,30 Januari 2026
5234,9417/PAMNS/2026,9417.02,Memanusiakan Manusia: Menata Jiwa Membangun Bangsa,926.1689 Tho M,PT Gramedia Pustaka Utama,26 Oktober 2022,30 Januari 2026
1164,9418/PAMNS/2026,9418.01,"Bimbingan dan Konseling Karier Konsep, Teori, dan Aplikasinya",371.4 Aqi A,ANDI Yogyakarta,26 Oktober 2022,30 Januari 2026
6147,9419/PAMNS/2026,9419.16,"Pancasila ""The Science of Holistic Relationship"" ",181.16 Sut P,PT. Idemedia Pustaka Utama,1-Nov-22,12 Februari 2026
7351,9420/PAMNS/2026,9420.01,"PROSIDING : Seminar Naskah Kuna Nusantara ""Pangan dalam Naskah Kuna Nusantara""",060/Pro,Perpustakaan Nasional Republik Indonesia ,22-Sep-22,04 Februari 2026
9496,9421/PAMNS/2026,9421.01,TURBO PASCAL LIBRARY BTRIEVE dan GENERAL LEDGER,050/Set/T,ANDI OFFSET YOGYAKARTA,22-Sep-22,04 Februari 2026
5582,9422/PAMNS/2026,9422.01,METODA STATISTIKA,531.12/Sud/M,PT TARSITO Bandung,21-Sep-22,04 Februari 2026
2331,9423/PAMNS/2026,9423.01,ESSENTIAL CLINICAL ANATOMY,611/Moo/E,Lippincot Williams & Wilkins,26 Oktober 2022,14 Februari 2026
7306,9424/PAMNS/2026,9424.01,Problems and Solutions on Mechanics,530/Yua/P,World Scientific Publishing Co. Pte.Ltd,21-Sep-22,04 Februari 2026
4967,9425/PAMNS/2026,9425.01,Marine Auxiliary Mashinery and Systems,623.87/Khe/M,Peace Publishers Moscow,21-Sep-22,04 Februari 2026
2019,9426/PAMNS/2026,9426.01,DEVELOPING XML WEB SERVICES AND SERVER COMPONENTS WITH MICROSOFT VISUAL BASIC .NET AND VISUAL C#.NET,006.78/Har/M,Microsoft Press ,21-Sep-22,04 Februari 2026
2055,9427/PAMNS/2026,9427.01,Digital Design With An Intorduction to the Verilog HDL 5th Editon,510 Man D,"Pearson Education, Inc.",21-Sep-22,05 Februari 2026
5709,9428/PAMNS/2026,9428.01,Mikroekonomi Intermediate dan Aplikasinya,338.5 Nic M,ERLANGGA,26 Oktober 2022,05 Februari 2026
3202,9429/PAMNS/2026,9429.01,Inovasi & Kewirausahaan Sosial,338.04 Dhe I,ALFABETA,26 Oktober 2022,05 Februari 2026
9355,9430/PAMNS/2026,9430.01,Time Series Analysis With Applications in R,519.5 Cry T,Springer Science + Business Media LLC,21-Sep-22,06 Februari 2026
7914,9431/PAMNS/2026,9431.01,Seismologi,551.22 Afn S,ITB BANDUNG,26 Oktober 2022,06 Februari 2026
3844,9432/PAMNS/2026,9432.01,Karakter Pancasila: Membangun Pribadi dan Bangsa bermartabat,320 Uch K,Balai Pustaka,28-Nov-22,06 Februari 2026
3439,9433/PAMNS/2026,9433.01,Jalur-Jalur Pelayaran dengan pengaruh kedatangan Lima opu Daeng bersaudara di tanah Melayu,923.1 Nur J,CV. Media Jaya Abadi,28-Nov-22,06 Februari 2026
3060,9434/PAMNS/2026,9434.01,"Iklan yang Efektif dengan biaya Mini, hasilnya Maxi",659.1 Lew I,,22-Sep-22,06 Februari 2026
704,9435/PAMNS/2026,9435.02,Applied Multivariate Statistical Analysis,519.5 Joh A,"Pearson Education, Inc.",21-Sep-22,06 Februari 2026
4766,9436/PAMNS/2026,9436.01,Linguistic Anthropology,306.44 Dur L,Cambrige University Press ,26 Oktober 2022,06 Februari 2026
9200,9437/PAMNS/2026,9437.01,The L. Ron Hubbard Series: Adventurer Explorer Daring Deeds & Unknown Realms,904 Hub A,"Bridge Publications, Inc.",27-Sep-22,06 Februari 2026
1593,9438/PAMNS/2026,9438.01,Clinical Biomechanics of the Spine,611.71 Whi C,J.B. Lippincott Company,26 Oktober 2022,06 Februari 2026
487,9439/PAMNS/2026,9439.01,Algebra and Trigonometry,512.1 Kee A,Addison-Wesley Publishing Company,22-Sep-22,06 Februari 2026
3257,9440/PAMNS/2026,9440.01,International Business: Tantangan Persaingan Global Edisi 9,650 Bal I,Salemba Empat,26 Oktober 2022,06 Februari 2026
627,9441/PAMNS/2026,9441.01,An Introduction to Transport Phenomena in Materials Engineering,620.11 Gas A,"MacMillan Publishing Co., Inc",21-Sep-22,06 Februari 2026
69,9442/PAMNS/2026,9442.02,212 Tip Menguasai Adobe Photoshop CS Edisi Revisi,006.66 Mul T,Andi,21-Sep-22,06 Februari 2026
6983,9443/PAMNS/2026,9443.01,PERANAN KOMUNIKASI MASSA DALAM PEMBANGUNAN SUATU KUMPULAN KARANGAN,621.3821,Gajah Mada University Press,26 Oktober 2022,06 Februari 2026
1642,9444/PAMNS/2026,9444.01,Corrosion Control in the Chemical Process Industries,661.03,"Materials Technology Institute of the Chemical Process Industries, Inc.",21-Sep-22,06 Februari 2026
